11201920706,DAESZU003-17SA,CONTAMINAÇÃO E REMEDIAÇÃO DE SOLOS A-Diurno (Santo André)
11201920706,DAESTA020-17SA,MODELAGEM E CONTROLE A-Diurno (Santo André)
11201920706,DA1ESTU040-17SA,PROJETO AMBIENTAL URBANO A1-Diurno (Santo André)
11201920706,NAESTU038-17SA,TRATAMENTO DE ÁGUAS URBANAS SERVIDAS A-Noturno (Santo André)
11201920385,NANHI5015-22SA,LIBRAS A-Noturno (Santo André)
11202231685,DBBHO1102-19SB,INTRODUÇÃO À ECONOMIA B-Diurno (São Bernardo)
11202231685,DB1BIN0406-15SB,INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA B1-Diurno (São Bernardo)
11202231685,DA1ESHR028-21SB,REGIME INTERNACIONAL DOS DIREITOS HUMANOS A1-Diurno (São Bernardo)
11202231685,DA1ESHR015-21SB,SEGURANÇA INTERNACIONAL A1-Diurno (São Bernardo)
11202111766,NA1ESHT011-21SB,ANÁLISE DE DADOS PARA O PLANEJAMENTO TERRITORIAL A1-Noturno (São Bernardo)
11202111766,NA2BIN0406-15SB,INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA A2-Noturno (São Bernardo)
11202111766,NA1ESHT012-17SB,MOBILIZAÇÃO PRODUTIVA DOS TERRITÓRIOS E DESENVOLVIMENTO LOCAL A1-Noturno (São Bernardo)
11202111766,DA1ESHT020-17SB,POLÍTICA METROPOLITANA A1-Diurno (São Bernardo)
11202111766,DA1ESHP028-22SB,"POLÍTICAS DIGITAIS, DADOS E GESTÃO ALGORÍTMICA A1-Diurno (São Bernardo)"
11201810859,NA1ESHC035-21SB,ECONOMETRIA I A1-Noturno (São Bernardo)
11201810859,DIESHC036-21SB,ECONOMETRIA II I-Diurno (São Bernardo)
11202020602,NBBHO0102-15SB,DESENVOLVIMENTO E SUSTENTABILIDADE B-Noturno (São Bernardo)
11202020602,NA1BCJ0203-15SB,FENÔMENOS ELETROMAGNÉTICOS A1-Noturno (São Bernardo)
11202020602,NA1ESZR009-13SB,"NEGOCIAÇÕES INTERNACIONAIS, PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA TECNOLÓGICA A1-Noturno (São Bernardo)"
